schema_version,record_id,feature_id,display_name,alternate_names,feature_type,river_system,site_name,observation_type,mw_value,mw_min,mw_max,mw_unit,mw_kind,current_status,development_level,status_confidence,is_mappable,map_layer,latitude,longitude,location_hint,google_my_maps_description,source_name,source_year,source_url,source_detail,source_quality,data_confidence,notes,needs_review,status_checked_date
1.0,LAB-HYDRO-021,north-river,North River,,river,North River,North,hydro_potential_observation,160,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"North River, Labrador, Newfoundland and Labrador, Canada",Site: North | historical_potential_estimate: 160 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Historical potential only; exact toponym/GIS location should be verified.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Historical potential only; exact toponym/GIS location should be verified.,FALSE,2026-05-02
1.0,LAB-HYDRO-022,crooked-river,Crooked River,,river,Crooked River,Crooked,hydro_potential_observation,153,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"Crooked River, Labrador, Newfoundland and Labrador, Canada",Site: Crooked | historical_potential_estimate: 153 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Historical potential only.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Historical potential only.,FALSE,2026-05-02
1.0,LAB-HYDRO-023,alexis-river,Alexis River,,river,Alexis River,Alexis,hydro_potential_observation,143,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"Alexis River, Labrador, Newfoundland and Labrador, Canada",Site: Alexis | historical_potential_estimate: 143 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Historical potential; also relevant to coastal hydro hydrology studies.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Historical potential; also relevant to coastal hydro hydrology studies.,FALSE,2026-05-02
1.0,LAB-HYDRO-024,beaver-river,Beaver River,,river,Beaver River,Beaver,hydro_potential_observation,126,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"Beaver River, Labrador, Newfoundland and Labrador, Canada",Site: Beaver | historical_potential_estimate: 126 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Historical potential only.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Historical potential only.,FALSE,2026-05-02
1.0,LAB-HYDRO-025,pinware-river,Pinware River,,river,Pinware River,Pinware,hydro_potential_observation,120,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"Pinware River, Labrador, Newfoundland and Labrador, Canada",Site: Pinware | historical_potential_estimate: 120 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Historical potential only.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Historical potential only.,FALSE,2026-05-02
1.0,LAB-HYDRO-026,hawke-river,Hawke River / Hawke Brook,,river,Hawke River / Hawke Brook,Hawke Brook,hydro_potential_observation,45,,,MW,historical_potential_estimate,unexploited_identified,historical_estimate,medium,TRUE,historical_potential_rivers,,,"Hawke River / Hawke Brook, Labrador, Newfoundland and Labrador, Canada",Site: Hawke Brook | historical_potential_estimate: 45 MW | Status: unexploited_identified | Source: Millan historical Labrador hydro-potential table (1974) | Notes: Source table uses Hawke Brook; normalize against official toponymy before mapping.,Millan historical Labrador hydro-potential table,1974,https://journals.lib.unb.ca/index.php/GC/article/download/2815/3333,Historical table of potential hydroelectric developments in Labrador.,public/academic_archive,medium,Source table uses Hawke Brook; normalize against official toponymy before mapping.,FALSE,2026-05-02
1.0,LAB-HYDRO-027,churchill-river,Churchill River,,river,Churchill River,Gull Island,preliminary_site_estimate,2264,,,MW,preliminary_potential_estimate,planned_under_agreement,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Churchill River, Labrador, Newfoundland and Labrador, Canada","Site: Gull Island | preliminary_potential_estimate: 2264 MW | Status: planned_under_agreement | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate; current official planned figure commonly cited as about 2,250 MW.",Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,"Later preliminary estimate; current official planned figure commonly cited as about 2,250 MW.",FALSE,2026-05-02
1.0,LAB-HYDRO-028,churchill-river,Churchill River,,river,Churchill River,Muskrat Falls,preliminary_site_estimate,824,,,MW,preliminary_potential_estimate,operating_harnessed,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Churchill River, Labrador, Newfoundland and Labrador, Canada",Site: Muskrat Falls | preliminary_potential_estimate: 824 MW | Status: operating_harnessed | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate matches current installed capacity.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate matches current installed capacity.,FALSE,2026-05-02
1.0,LAB-HYDRO-029,lobstick-site,Lobstick,,hydro_site_or_watercourse,Lobstick,Lobstick,preliminary_site_estimate,160,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Lobstick, Labrador, Newfoundland and Labrador, Canada",Site: Lobstick | preliminary_potential_estimate: 160 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Feature should be checked in GIS/toponymy; listed as a preliminary site.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Feature should be checked in GIS/toponymy; listed as a preliminary site.,TRUE,2026-05-02
1.0,LAB-HYDRO-030,pinware-river,Pinware River,,river,Pinware River,Pinware,preliminary_site_estimate,77,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Pinware River, Labrador, Newfoundland and Labrador, Canada",Site: Pinware | preliminary_potential_estimate: 77 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-031,st-lewis-river,St. Lewis River,,river,St. Lewis River,St. Lewis,preliminary_site_estimate,68,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"St. Lewis River, Labrador, Newfoundland and Labrador, Canada",Site: St. Lewis | preliminary_potential_estimate: 68 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate and small-hydro study.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate and small-hydro study.,TRUE,2026-05-02
1.0,LAB-HYDRO-032,alexis-river,Alexis River,,river,Alexis River,Alexis,preliminary_site_estimate,98,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Alexis River, Labrador, Newfoundland and Labrador, Canada",Site: Alexis | preliminary_potential_estimate: 98 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-033,paradise-river-labrador,Paradise River,,river,Paradise River,Paradise,preliminary_site_estimate,89,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Paradise River, Labrador, Newfoundland and Labrador, Canada",Site: Paradise | preliminary_potential_estimate: 89 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-034,eagle-river,Eagle River,,river,Eagle River,Eagle,preliminary_site_estimate,661,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Eagle River, Labrador, Newfoundland and Labrador, Canada",Site: Eagle | preliminary_potential_estimate: 661 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-035,minipi-river,Minipi River,,river,Minipi River,Minipi,preliminary_site_estimate,647,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Minipi River, Labrador, Newfoundland and Labrador, Canada",Site: Minipi | preliminary_potential_estimate: 647 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs substantially from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs substantially from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-036,naskaupi-river,Naskaupi River,,river,Naskaupi River,Naskaupi,preliminary_site_estimate,290,,,MW,preliminary_potential_estimate,partially_harnessed,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Naskaupi River, Labrador, Newfoundland and Labrador, Canada",Site: Naskaupi | preliminary_potential_estimate: 290 MW | Status: partially_harnessed | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate; current hydrology altered by Churchill system.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate; current hydrology altered by Churchill system.,FALSE,2026-05-02
1.0,LAB-HYDRO-037,kanairuktok-river,Kanairuktok River,,river,Kanairuktok River,Kanairuktok,preliminary_site_estimate,394,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Kanairuktok River, Labrador, Newfoundland and Labrador, Canada",Site: Kanairuktok | preliminary_potential_estimate: 394 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Listed separately from Kanairiktok in this source; needs toponym verification.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Listed separately from Kanairiktok in this source; needs toponym verification.,TRUE,2026-05-02
1.0,LAB-HYDRO-038,fig-river,Fig River,,river,Fig River,Fig,preliminary_site_estimate,204,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Fig River, Labrador, Newfoundland and Labrador, Canada",Site: Fig | preliminary_potential_estimate: 204 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate.,FALSE,2026-05-02
